Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
15-036996,2015-07,07/24/2015 11:20,Y, , ,1, , 32111,6,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,5459,VERA AVE,71, , ,5459,VERA,895858,1039563
15-036985,2015-07,07/24/2015 11:26,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,3411,S JEFFERSON AVE,19, , ,3411,JEFFERSON,898532,1004867
15-036989,2015-07,07/24/2015 11:30,Y, , ,1, , 43013,1,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4712,NEBRASKA AVE,17, , ,4712,NEBRASKA,895424.5,996633.3
15-037002,2015-07,07/24/2015 11:30,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1312,CARR LANE AVE,31, , ,1312,CARR LANE,895648.8,1015787
15-036998,2015-07,07/24/2015 11:30,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,3900,BOTANICAL AVE,27, , , , ,892652.8,1010683
15-036993,2015-07,07/24/2015 11:30,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5010,LILLIAN AVE,71, , , , ,893063.9,1039007
15-036999,2015-07,07/24/2015 11:49,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,1401,N 7TH ST,62, , , , ,909422.4,1021549
15-037019,2015-07,07/24/2015 12:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",1,GOVERNMENT DR,82,ZOO PARKING LOT, ,1,GOVERNMENT,880639.5,1020186
15-037193,2015-07,07/24/2015 12:00,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",4727,CARTER AVE,69, , ,4722,CARTER,894828.5,1037057
15-037003,2015-07,07/24/2015 12:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",4949,BARNES JEWISH HOSPITAL PLZ,38, ,@BARNES JEWISH HOSPITAL,4949, ,887396.8,1020150
15-037581,2015-07,07/24/2015 12:00,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,1419,LOUISVILLE AVE,44, , ,1419,LOUISVILLE,877745.3,1016442
15-036997,2015-07,07/24/2015 12:18,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,316,N 9TH ST,35, , , , ,907779.2,1018012
15-037001,2015-07,07/24/2015 12:27,Y, , ,1, , 63701,6,LARCENY-SHOPLIFT UNDER $500,4130,NATURAL BRIDGE AVE,56, , ,4130,NATURAL BRIDGE,897889.8,1031319
15-037006,2015-07,07/24/2015 12:30,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3721,S GRAND BLVD,15,@ ALDI, ,3721,GRAND,893385.4,1003893
15-037010,2015-07,07/24/2015 13:00,Y, , ,1, ,182130,2,DRUGS-POSSESSION/HEROIN,4,HAMPTON VILLAGE PLZ,7, , ,4,HAMPTON VILLAGE,879631.8,1004932
15-037053,2015-07,07/24/2015 13:30,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,2221,N GRAND BLVD,59,ST LOUIS UNIVERSITY,DUBOURG HALL ROOM 39,2221,GRAND,899069,1026100
15-037040,2015-07,07/24/2015 13:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5515,DR MARTIN LUTHER KING DR,50, , ,724,UNION,884936.8,1032678
15-037056,2015-07,07/24/2015 13:30,Y, , ,1, , 71040,6,AUTO THEFT-PERM RETNT/ATTEMPT,5421,THEKLA AVE,72, , ,5421,THEKLA,892805.4,1042035
15-038189,2015-07,07/24/2015 14:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,8921,GOODFELLOW BLVD,73, , ,8619,GOODFELLOW,892965.8,1051470
15-037030,2015-07,07/24/2015 14:27,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,251,N SKINKER BLVD,46, , , , ,877134.8,1025569
15-037113,2015-07,07/24/2015 14:30,Y, , ,1, , 51112,5,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,600,N KINGSHIGHWAY BLVD,38, , ,600,KINGSHIGHWAY,887891.8,1025894
15-037522,2015-07,07/24/2015 14:30,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,1621,S 11TH ST,34, , ,1621,11TH,904408.3,1012061
15-037021,2015-07,07/24/2015 14:33,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,622,N 7TH ST,35, ,PARKING LOT,622,7TH,908651.2,1018614
15-037022,2015-07,07/24/2015 14:40,Y, , ,1, , 42011,5,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,5435,DR MARTIN LUTHER KING DR,50, ,SUBJECT LOCATED ON SOUTHSIDE OF STRE,5435,DR MARTIN LUTHER KING,885431.6,1032229
15-037024,2015-07,07/24/2015 14:50,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,4900,DR MARTIN LUTHER KING DR,53, ,ALIAS N KINGSHIGHWAY/DR MARTIN L KIN, , ,889017.5,1029920
15-037536,2015-07,07/24/2015 15:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6028,HARTFORD ST,9, , ,6028,HARTFORD,880013.1,1009578
15-037565,2015-07,07/24/2015 15:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4622,PAGE BLVD,54, , ,4622,PAGE,890616.5,1028213
15-037536,2015-07,07/24/2015 15:00, , , ,-1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6028,HARTFORD ST,9, , ,6028,HARTFORD,880013.1,1009578
15-037033,2015-07,07/24/2015 15:15,Y, , ,1, , 91123,6,SIMPLE ASSAULT-CHILD/NO INJURY,4465,CLARENCE AVE,68, ,APT A,4465,CLARENCE,897870.1,1035965
15-037025,2015-07,07/24/2015 15:35,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,5887,CABANNE AVE,48, , ,5887,CABANNE,880442.8,1029068
15-037026,2015-07,07/24/2015 15:37,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1446,HOGAN ST,61, ,NUISANCE ABATEMENT PROPERTY,1446,HOGAN,905305.6,1022738
15-037181,2015-07,07/24/2015 16:00,Y, , ,1, , 65601,6,"LARCENY-MTR VEH PARTS $500 - $24,999",4721,MARGARETTA AVE,69, ,DRIVEWAY BEHIND RESIDENCE,4721,MARGARETTA,893521.3,1035079
15-037563,2015-07,07/24/2015 16:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5166,DR MARTIN LUTHER KING DR,51,BORN AGAIN RESALE, ,5166,DR MARTIN LUTHER KING,886682.6,1031080
15-037037,2015-07,07/24/2015 16:03,Y, , ,1, ,250000,4,LOITERING-BEGGING,0,S GRAND BLVD / I 64 WESTBOUND,37, ,ALIAS 40WB/GRANDODLER  BM  GRY BEARD, , ,896018.8,1018976
15-037575,2015-07,07/24/2015 16:10,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,2233,EDWARDS ST,12, , ,2233,EDWARDS,884249.6,1012463
15-037035,2015-07,07/24/2015 16:11,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1329,N 14TH ST,61,PRESERVATION PLACE APARTMENT,NUISANCE ABATEMENT PROPERTY,1329,14TH,906561.6,1022276
15-037076,2015-07,07/24/2015 16:20,Y, , ,1, , 67601,6,"LARCENY-FROM BUILDING $500 - $24,999",5760,W FLORISSANT AVE,72,WALNUT PARK LIBRARY, ,5760,FLORISSANT,892342.9,1045162
15-037057,2015-07,07/24/2015 16:20,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3706,S GRAND BLVD,19, , ,3704,GRAND,893379.8,1003850
15-037039,2015-07,07/24/2015 16:32,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1317,N. 16TH,61,PRESERVATION PLACE APARTMENTS,NUISANCE ABATEMENT PROPERTY,1317,N. 16TH,0,0
15-037044,2015-07,07/24/2015 16:59,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1700,COCHRAN PL,61, ,NUISANCE ABATEMENT PROPERTY,1700,COCHRAN,906256.9,1022439
15-037200,2015-07,07/24/2015 17:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6374,LANSDOWNE AVE,8, , ,6374,LANSDOWNE,877386.6,1003765
15-037498,2015-07,07/24/2015 17:00,Y, , ,1, , 52322,5,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,275,UNION BLVD,47,TALENT PLUS,SUITE 1700,275,UNION,884536.7,1024563
15-037474,2015-07,07/24/2015 17:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4541,MCMILLAN AVE,54,NORTH SIDE APARTMENTS, ,4541,MCMILLAN,890940.5,1026838
15-037465,2015-07,07/24/2015 17:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4370,MANCHESTER AVE,39, , ,4370,MANCHESTER,888955.3,1017008
15-037366,2015-07,07/24/2015 17:30,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4318,ENRIGHT AVE,58, , ,4318,ENRIGHT,892151.9,1025166
15-037049,2015-07,07/24/2015 17:32,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3015,N. 23RD,60, ,NUISANCE ABATEMENT PROPERTY,3015,N. 23RD,0,0
15-037177,2015-07,07/24/2015 18:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4370,COTTAGE AVE,57, , ,4370,COTTAGE,894343.6,1029494
15-037139,2015-07,07/24/2015 18:00,Y, , ,1, , 52312,3,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,1809,S 7TH ST,21,SOULARD BARBER SHOP, ,1809,7TH,905395.4,1010582
15-037065,2015-07,07/24/2015 18:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5552,ETZEL AVE,48, , ,5552,ETZEL,883474.3,1030354
15-037196,2015-07,07/24/2015 18:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4065,GILES AVE,16, , ,4065,GILES,892112,1001498
15-037060,2015-07,07/24/2015 18:20,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING,2851,GRAVOIS AVE,24, ,@QUICK TRIP,2851,GRAVOIS,897916.5,1008451
15-037063,2015-07,07/24/2015 18:32,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5588,DR MARTIN LUTHER KING DR,78,CROWN MART, , , ,884276.6,1032771
15-037166,2015-07,07/24/2015 19:00,Y, , ,1, , 91123,5,SIMPLE ASSAULT-CHILD/NO INJURY,4111,LINDELL BLVD,38,JACK IN THE BOX, , , ,892822,1021958
15-037374,2015-07,07/24/2015 19:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6366,LANSDOWNE AVE,8, , ,6366,LANSDOWNE,877467.8,1003755
15-037117,2015-07,07/24/2015 19:10,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,2500,HODIAMONT AVE,50, , ,2500,HODIAMONT,0,0
15-037070,2015-07,07/24/2015 19:20,Y, , ,1, ,250000,2,LOITERING-BEGGING,0,I 64 EASTBOUND / S KINGSHIGHWA,40, , , , ,887218.9,1018721
15-037150,2015-07,07/24/2015 19:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4406,LEXINGTON AVE,56, , ,3535,NEWSTEAD,895127,1032425
15-037080,2015-07,07/24/2015 19:30,Y, , ,1, , 51222,5,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,6182,KINGSBURY AVE,46, , ,6182,KINGSBURY,877477.8,1026468
15-037078,2015-07,07/24/2015 19:30,Y, , ,1, ,175500,2,SEX OFFNS-SX MISCONDUCT/FIRST,3900,MCDONALD AVE,15, ,APT 2E,3900,MCDONALD,0,0
15-037071,2015-07,07/24/2015 19:38,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,S KINGSHIGHWAY BLVD / OAKLAND,39, , , , ,887511.6,1017746
15-037067,2015-07,07/24/2015 19:40,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3100,MIAMI ST,19, , , , ,895794.4,1004005
15-037074,2015-07,07/24/2015 19:55,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3865,GRAVOIS AVE,15,SHOP N SAVE, ,3865,GRAVOIS,891583.8,1004871
15-037115,2015-07,07/24/2015 20:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,3229,WASHINGTON AVE,77, , , , ,898521.9,1021232
15-037364,2015-07,07/24/2015 20:00,Y, , ,1, , 51212,3,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,2918,WISCONSIN AVE,22, ,GARAGE,2918,WISCONSIN,900439.8,1007090
15-037082,2015-07,07/24/2015 20:00,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,6650,MANCHESTER AVE,10,K- MART, ,6650,MANCHESTER,877121.1,1013930
15-037496,2015-07,07/24/2015 20:00,Y, , ,1, , 69703,4,LARCENY-ALL OTH/FRM PRSN/UNDER $500,800,MARKET ST,35, ,@BANK OF AMERICA PZ,800,MARKET,907607,1016897
15-037141,2015-07,07/24/2015 20:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N MARKET ST / N VANDEVENTER AV,59, , , , ,897377.6,1027033
15-037144,2015-07,07/24/2015 20:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",1326,TEMPLE PL,78, , ,1326,TEMPLE,883093,1031459
15-037249,2015-07,07/24/2015 20:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,811,N 9TH ST,35,HOLIDAY INN,@HOTEL- HOLIDAY INN SELECT, , ,908092,1019473
15-037073,2015-07,07/24/2015 20:10,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,CLARA AVE / PAGE BLVD,48, , , , ,883141.4,1031082
15-037077,2015-07,07/24/2015 20:15,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4949,BARNES JEWISH HOSPITAL PLZ,38, ,@BARNES JEWISH HOSPITAL,4949, ,887396.8,1020150
15-037068,2015-07,07/24/2015 20:15,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,1820,MARKET ST,36, ,UNION STATION, , ,903731.7,1018016
15-037075,2015-07,07/24/2015 20:30,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5224,THEODOSIA AVE,52, , ,5224,THEODOSIA,887176.4,1031608
15-037198,2015-07,07/24/2015 20:45,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,500,COLE ST,35, , , , ,909633.8,1019685
15-037081,2015-07,07/24/2015 20:52,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,8306,N BROADWAY,74, , ,8306,BROADWAY,897254.8,1048447
15-037785,2015-07,07/24/2015 21:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,1,BARNES JEWISH HOSPITAL PLZ,38,BARNES JEWISH PARKING GARAGE, ,4949, ,887396.8,1020150
15-037119,2015-07,07/24/2015 21:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",0,MCPHERSON AVE / WALTON AVE,38, , , , ,889004,1024800
15-037085,2015-07,07/24/2015 21:00,Y, , ,1, , 71040,5,AUTO THEFT-PERM RETNT/ATTEMPT,1625,UNION BLVD,50,J&K AUTO BODY, ,1617,UNION,886763.3,1032014
15-037084,2015-07,07/24/2015 21:22,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,8227,S BROADWAY,2, , ,8227,BROADWAY,887774.8,986544.2
15-037147,2015-07,07/24/2015 21:30,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3331,IOWA AVE,30, , ,3331,IOWA,897658.5,1005470
15-037089,2015-07,07/24/2015 21:50,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,3900,UNION BLVD,70, , ,3700,UNION,889671.4,1037098
15-037090,2015-07,07/24/2015 21:50,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,2660,OREGON AVE,24, , ,2660,OREGON,897766.1,1009166
15-037087,2015-07,07/24/2015 21:54,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3115,CLARENCE AVE,56, , ,3115,CLARENCE,895372.3,1031418
15-037133,2015-07,07/24/2015 22:00,Y, , ,1, ,204100,6,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,8443,NEWBY ST,74, ,RESIDENCE,1255,GIMBLIN,895740.9,1049215
15-037096,2015-07,07/24/2015 22:04,Y, , ,1, ,211000,2,DUI-DRVING WHILE INTOXICATED,5051,SOUTHWEST AVE,12, , ,5051,SOUTHWEST,885620.4,1011995
15-037092,2015-07,07/24/2015 22:24,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3167,IOWA AVE,30, , ,3167,IOWA,897853.4,1006691
15-037182,2015-07,07/24/2015 22:30,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,6406,DEVONSHIRE AVE,8, , ,6406,DEVONSHIRE,877158.6,1003455
15-037168,2015-07,07/24/2015 22:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,4701,PRAGUE AVE,8, , ,4701,PRAGUE,877999.6,1003055
15-037180,2015-07,07/24/2015 22:30,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,7811,WATER ST,2, , ,7811,WATER,889085.6,987468
15-037095,2015-07,07/24/2015 22:34,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,2607,GRAVOIS AVE,24, , , , ,899242.4,1009280
15-037097,2015-07,07/24/2015 22:40,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5150,PAGE BLVD,51, , ,5150,PAGE,886572.5,1029293
15-037151,2015-07,07/24/2015 23:00,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,830,GUSTAV AVE,74, , ,830,GUSTAV,897463.4,1052518
15-037153,2015-07,07/24/2015 23:00,Y, , ,1, , 71040,3,AUTO THEFT-PERM RETNT/ATTEMPT,1714,S 13TH ST,33, , ,1714,13TH,903873.4,1012063
15-037142,2015-07,07/24/2015 23:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4225,SHREVE AVE,69, ,APT B,4225,SHREVE,893940.1,1036501
15-037155,2015-07,07/24/2015 23:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,1223,BELT AVE,48, , ,1223,BELT,883994.9,1029879
15-037101,2015-07,07/24/2015 23:12,Y, , ,1, ,250000,2,LOITERING-BEGGING,2111,SULPHUR AVE,11, ,DRURY INN HOTEL,2111,SULPHUR,880742.6,1013714
15-037104,2015-07,07/24/2015 23:15,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5006,PLOVER AVE,72, ,REAR,5006,PLOVER,890617.9,1042634
15-037116,2015-07,07/24/2015 23:15,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N COMPTON AVE / LOCUST ST,37, , , , ,898656.1,1020733
15-037157,2015-07,07/24/2015 23:30,Y, , ,1, , 66701,2,LARCENY-BICYCLES UNDER $500,4349,NORFOLK AVE,39, , ,4349,NORFOLK,889257.4,1016591
15-037099,2015-07,07/24/2015 23:35,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,7000,MOELLENHOFF ST,6, , , , ,880301.6,996405.1
15-037100,2015-07,07/24/2015 23:35,Y, , ,1, ,151110,3,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3452,OHIO AVE,19, , ,3452,IOWA,898021.4,1004511
15-037186,2015-07,07/24/2015 23:59,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,S 10TH ST / SPRUCE ST,35, , , , ,906905.9,1016099
15-037175,2015-07,07/24/2015 23:59,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,407,N TAYLOR AVE,38, , ,407,TAYLOR,889838.6,1024327
15-037247,2015-07,07/25/2004 23:30,Y, , ,1, , 51330,3,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY,1955,WITHNELL AVE,22, ,GARAGE,1955,WITHNELL,900226.6,1005838
15-037492,2015-07,07/25/2015 00:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , ,1915,OLIVE,0,0
15-037107,2015-07,07/25/2015 00:01,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,1108,HAMPTON AVE,41, , , , ,881082.9,1018089
15-037146,2015-07,07/25/2015 00:01,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5253,MAPLE AVE,51, , ,5253,MAPLE,885519.3,1029273
15-037229,2015-07,07/25/2015 00:01,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3809,SHENANDOAH AVE,27, , ,3809,SHENANDOAH,893405.8,1011104
15-037185,2015-07,07/25/2015 00:05,Y, , ,1, , 71030,2,AUTO THEFT-PERM RETNT/JOY RIDE,4129,CASTLEMAN AVE,27, , , , ,891136.8,1013094
15-037103,2015-07,07/25/2015 00:08,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6510,DEVONSHIRE AVE,8, , ,6510,DEVONSHIRE,876256.5,1003572
15-037110,2015-07,07/25/2015 00:14,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3000,INDIANA AVE,22, , , , ,899478.1,1007228
15-037108,2015-07,07/25/2015 00:15,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,2222,MARKET ST,36,FBI BUILDING, ,2222,MARKET,902056,1018274
15-037188,2015-07,07/25/2015 00:15,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6338,LANSDOWNE AVE,8, , ,6338,LANSDOWNE,877760.6,1003717
15-037106,2015-07,07/25/2015 00:24,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",5045,CHIPPEWA ST,14, , ,5045,CHIPPEWA,883625.8,1004475
15-037105,2015-07,07/25/2015 00:30,Y, , ,1, , 42011,6,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,4434,CARTER AVE,69, , ,4434,CARTER,896668.3,1035794
15-037120,2015-07,07/25/2015 00:30,Y, , ,1, , 91303,5,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,5111,LOTUS AVE,52, , ,5111,LOTUS,888293.9,1032059
15-037120,2015-07,07/25/2015 00:30,Y, , ,1, , 91303,5,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,5111,LOTUS AVE,52, , ,5111,LOTUS,888293.9,1032059
15-037120,2015-07,07/25/2015 00:30,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5111,LOTUS AVE,52, , ,5111,LOTUS,888293.9,1032059
15-037120,2015-07,07/25/2015 00:30,Y, , ,1, , 91303,5,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,5111,LOTUS AVE,52, , ,5111,LOTUS,888293.9,1032059
15-037109,2015-07,07/25/2015 00:40,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",6567,MURDOCH AVE,8, , ,6567,MURDOCH,875677,1003241
15-037138,2015-07,07/25/2015 01:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,846,HARLAN AVE,74, , ,846,HARLAN,897083.6,1051799
15-037162,2015-07,07/25/2015 01:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,3712,N EUCLID AVE,55, , ,3712,EUCLID,891987.9,1034713
15-037121,2015-07,07/25/2015 01:35,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,2000,MARKET ST,36, , , , ,903167.8,1018256
15-037121,2015-07,07/25/2015 01:35,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,2000,MARKET ST,36, , , , ,903167.8,1018256
15-037121,2015-07,07/25/2015 01:35,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,2000,MARKET ST,36, , , , ,903167.8,1018256
15-037124,2015-07,07/25/2015 01:35,Y, , ,1, , 62601,4,"LARCENY-PURSESNATCH $500-$24,999",0,N 15TH ST / LUCAS AVE,36, , , , ,905891.9,1019440
15-037114,2015-07,07/25/2015 01:44,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,601,CLARK,59,BALLPARK VILLAGE,ENTERTAINMENT COMPLEX,601,CLARK,902219.9,1021227
15-037122,2015-07,07/25/2015 02:00,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3545,MINNESOTA AVE,19, ,2ND FLR,3545,MINNESOTA,895795.1,1004287
15-037140,2015-07,07/25/2015 02:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1717,S TUCKER BLVD,33, , ,1717,TUCKER,903954.4,1011980
15-037126,2015-07,07/25/2015 02:13,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,2107,S GRAND BLVD,27, , ,2107,GRAND,894367.7,1012217
15-037128,2015-07,07/25/2015 02:15,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1750,WASHINGTON AVE,36, , , , ,904587.5,1019654
15-037123,2015-07,07/25/2015 02:30,Y, , ,1, , 51222,1,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,4947,SCHOLLMEYER AVE,6, ,GARAGE,4947,SCHOLLMEYER,881411.5,997505.3
15-037131,2015-07,07/25/2015 02:30,Y, , ,1, , 42011,0,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,0,UNKNOWN,0,O FALLON PLACE APARTMENTS, ,3933,BROADWAY,0,0
15-037125,2015-07,07/25/2015 02:45,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,700,N TUCKER BLVD,35, , ,700,TUCKER,907140.5,1019238
15-037130,2015-07,07/25/2015 02:55,Y, , ,1, , 10000,6,HOMICIDE,3026,WHITTIER ST,56,REAR ALLEY, ,3026,WHITTIER,896756.6,1030200
